title,rent,room,lease,city,area,community,position,decoration,space,face,floor,type,time,contacts,evaluate
国兴苑 免中芥费 近地铁 包宽带 出行方便 精装修拎包入住,1942,3室1厅1卫,付1押1,合租,南山,国兴苑,前海,精装修,21平方米,朝西,高层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元莲花一村独卫带阳台 家电齐全 无中介,2200,3室1厅1卫,付1押1,合租,福田,莲花一村,莲花一村,精装修,22.3平方米,朝南,高层(共24层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
首月0元住新安晶美花园2260可短租可月付,2260,3室1厅1卫,付1押1,合租,宝安,晶美花园,宝安中心区,精装修,16.2平方米,朝北,中层(共11层),普通住宅,2019年6月12日,段**,打败了74.2%的同城经纪人
首月0元住蔡屋围怡正发大厦家电齐全 拎包入住 急租急租,2030,3室1厅1卫,付1押1,合租,罗湖,怡正发大厦,布心,精装修,12.7平方米,朝北,中层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元沙尾西村白领公寓 实墙隔音好 家具齐全,2550,3室1厅1卫,付1押1,合租,福田,沙尾西村,沙尾,精装修,23.4平方米,东南,低层(共27层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
中银花园 三房合租 男女不限 从事正当职业 干净卫生,2300,3室1厅1卫,付1押1,合租,福田,中银花园,福田中心,精装修,19.7平方米,西北,低层(共22层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
南头南侨花园视野广阔 采光好 空气质量好 车位充足,1755,3室1厅1卫,付1押1,合租,南山,南侨花园,南山医院,精装修,10.1平方米,东北,中层(共14层),普通住宅,2019年6月12日,罗**,打败了71.6%的同城经纪人
租房立省3000元西湖花园精装带家电 出门公交车站,1550,3室1厅1卫,付1押1,合租,罗湖,西湖花园,笋岗,精装修,13平方米,朝南,低层(共16层),普通住宅,2019年6月11日,王**,打败了96.2%的同城经纪人
租房立省4000元鸿荣源壹成中心花园精装带家电 出门公交车站,1070,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,13.1平方米,朝南,低层(共15层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
租房立省4000元怡和楼精装好房 先到先得  月付,2850,3室1厅1卫,付1押1,合租,福田,怡和楼,上沙,精装修,13.8平方米,朝南,高层(共21层),普通住宅,2019年6月10日,刘*,打败了68%的同城经纪人
租房立省3000元碧荔花园全新家电给你个温馨的窝,2360,3室1厅1卫,付1押1,合租,福田,碧荔花园,下梅林,精装修,14.3平方米,朝南,低层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元桦润馨居全新装修 品牌家电 看房随时,2190,3室1厅1卫,付1押1,合租,龙华,桦润馨居,龙华,精装修,14.4平方米,朝南,低层(共14层),普通住宅,2019年6月12日,张**,打败了82.4%的同城经纪人
首月0元住岗厦皇洲花园可短租可月付24管家服务,2490,3室1厅1卫,付1押1,合租,福田,皇洲花园,福华新村,精装修,14.7平方米,东北,高层(共20层),普通住宅,2019年6月12日,许**,打败了71.6%的同城经纪人
租房立省4000元鸿荣源壹成中心花园家电齐全 拎包入住 急租,1200,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,12.9平方米,朝东,高层(共30层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
立减2000元盛兴苑精装带家私押一付一免中介,1680,3室1厅1卫,付1押1,合租,福田,元盛兴苑,沙尾,精装修,15平方米,西南,低层(共9层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
大冲新城花园 合租3房，高层，视野开阔，家具全齐,1820,3室1厅1卫,付1押1,合租,南山,大冲新城花园,大冲,精装修,17.1平方米,朝东,中层(共22层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元星河盛世近地铁，环境优美，拎包入住,1010,3室1厅1卫,付1押1,合租,龙华,星河盛世,民治,精装修,23.9平方米,朝东,中层(共26层),普通住宅,2019年6月12日,陆*,打败了71.6%的同城经纪人
租房立省3000元沙尾西村月付 包物业费网费 无中介,1840,3室1厅1卫,付1押1,合租,福田,沙尾西村,沙尾,精装修,17.7平方米,西北,低层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住红山日出印象可短租可月付押一付一领包入住,1490,3室1厅1卫,付1押1,合租,龙华,日出印象(B区),民治,精装修,16.2平方米,西北,中层(共14层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
首月0元住固戍中信可短租可月付押一付一领包入住,1390,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,12.8平方米,朝北,低层(共15层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
金竹园 三房合租 男女不限 从事正当职业 干净卫生,1900,1室1厅1卫,付1押1,合租,南山,金竹园,蛇口,精装修,15.3平方米,西北,低层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省2000元金豪花园精装带家电 出门公交车站,1250,3室1厅1卫,付1押1,合租,罗湖,金豪花园,笋岗,精装修,15.7平方米,东北,中层(共23层),普通住宅,2019年6月10日,张**,打败了82.4%的同城经纪人
租房立省4000元书香门第名苑近地铁，环境优美，拎包入住,920,3室1厅1卫,付1押1,合租,龙华,书香门第名苑(书香门第一期),龙华,精装修,11.8平方米,东南,中层(共13层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
租房立省4000元伽乐园精装好房 先到先得  月付,2160,3室1厅1卫,付1押1,合租,龙华,伽乐园,民治,精装修,20平方米,朝东,低层(共23层),普通住宅,2019年6月12日,杨**,打败了77.2%的同城经纪人
首月0元住清湖地铁口美丽365花园1830可短租押一付一,1830,3室1厅1卫,付1押1,合租,龙华,美丽365花园,美丽365花园,精装修,16.5平方米,朝北,低层(共17层),普通住宅,2019年6月12日,陈**,打败了88%的同城经纪人
龙岗  户型1室 蛋壳公寓 免中介 拎包入住,2550,1室1厅1卫,付1押1,合租,布吉,京南华庭,布吉街,精装修,13.9平方米,东南,低层(共14层),普通住宅,2019年6月12日,李**,打败了74.2%的同城经纪人
租房立省3000元城中雅苑精装带家电 出门公交车站,2550,3室1厅1卫,付1押1,合租,福田,城中雅苑,福田中心,精装修,25.8平方米,朝北,低层(共30层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元彩虹楼高层飘窗近地铁生活便利,1550,3室1厅1卫,付1押1,合租,罗湖,彩虹楼,笋岗,精装修,11平方米,朝西,低层(共14层),普通住宅,2019年6月11日,王**,打败了96.2%的同城经纪人
精装一房，采光充足，家私家电齐全温馨舒适，干净整洁近侨香站,5200,1室1厅1卫,付1押2,整租,福田,香蜜时代,香蜜湖,精装修,40平方米,朝南,低层(共35层),普通住宅,2019年6月12日,陈**,打败了21%的同城经纪人
龙华立省2000元中环花园全新家电给你个温馨的窝,2500,3室1厅1卫,付1押1,合租,龙华,中环花园,龙华,精装修,28.9平方米,西北,低层(共29层),普通住宅,2019年6月12日,张*,打败了74.2%的同城经纪人
新天地名居 可短租，精装修3房2厅，拎包住,1830,3室1厅1卫,付1押1,合租,罗湖,新天地名居,黄贝岭,精装修,15.4平方米,东北,低层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住固戍塘东光电大厦2000可短租可月付押一付一,2001,3室1厅1卫,付1押1,合租,宝安,塘东光电大厦,领航城,精装修,11.8平方米,西北,低层(共14层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
租房立省4000元45区综合楼精装带家电 出门公交车站,2685,2室1厅1卫,付1押1,合租,宝安,45区综合楼,新安,精装修,15.9平方米,西北,低层(共18层),普通住宅,2019年6月12日,林*,打败了71.6%的同城经纪人
立减2000振兴精装带家私押一付一免中介,2250,1室1厅1卫,付1押1,合租,南山,振兴小区,蛇口,精装修,20.8平方米,朝北,低层(共22层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
半岛城邦 刚退出来的房 可拎包入住干净卫生,2200,1室1厅1卫,付1押1,合租,南山,半岛城邦(一期),蛇口,精装修,22.8平方米,西南,低层(共27层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住新安新锦安雅园2190可短租可月付,2190,3室1厅1卫,付1押1,合租,宝安,新锦安雅园,宝安中心区,精装修,15.5平方米,东北,高层(共25层),普通住宅,2019年6月12日,段**,打败了74.2%的同城经纪人
租房立省4000元前海时代押一付一 精装公寓 无中介,1955,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,16.5平方米,朝南,低层(共16层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
集信名城超出租3室2厅 家具家电齐全 交通便利,1770,3室1厅1卫,付1押1,合租,宝安,景湖家园,松岗,精装修,15.3平方米,西南,高层(共20层),普通住宅,2019年6月12日,胡*,打败了77.2%的同城经纪人
租房立省3000元洪湖东岸精装带家电 出门公交车站,1550,3室1厅1卫,付1押1,合租,罗湖,洪湖东岸,翠竹,精装修,13平方米,东南,低层(共16层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
租房立省4000元荔园大厦近地铁，环境优美，拎包入住,1405,3室1厅1卫,付1押1,合租,南山,荔园大厦,南山中心区,精装修,16.5平方米,朝南,高层(共21层),普通住宅,2019年6月12日,罗**,打败了84.3%的同城经纪人
租房立省2000元美庐锦园套房直租随时看免中介商超齐全,2020,3室1厅1卫,付1押1,合租,南山,美庐锦园,白石洲,精装修,19.6平方米,西北,高层(共20层),普通住宅,2019年6月12日,唐*,打败了68%的同城经纪人
租房立省2000元白石洲建行宿舍家电齐全 拎包入住 急租急租,2040,3室1厅1卫,付1押1,合租,南山,白石洲建行宿舍,白石洲,精装修,21.3平方米,东南,高层(共20层),普通住宅,2019年6月12日,唐*,打败了68%的同城经纪人
立减2000招商雍景湾精装带家私押一付一免中介,2200,1室1厅1卫,付1押1,合租,南山,招商雍景湾,蛇口,精装修,18.8平方米,朝南,中层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
松岗花园式小区 交通便利 全新家电 房源直租 精装,850,3室1厅1卫,付1押1,合租,宝安,温馨雅苑,松岗,精装修,17.9平方米,朝北,中层(共15层),普通住宅,2019年6月12日,彭**,打败了77.2%的同城经纪人
首月0元住红山汇龙湾24管家服务高性价比大主卧等,1560,3室1厅1卫,付1押1,合租,龙华,汇龙湾花园,龙华,精装修,14.7平方米,西北,低层(共9层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
莲丰大厦 高立减3000 紧邻地铁 家具全新,2200,3室1厅1卫,付1押1,合租,福田,莲丰大厦,彩田村,精装修,23平方米,朝南,低层(共25层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
租房立省4000元鸿荣源壹成中心花园月付 包物业费网费 无中,1060,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,12.8平方米,朝东,低层(共14层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
租房立省4000元蓬莱花园商超齐全 压一付一 随时看房,1265,3室1厅1卫,付1押1,合租,南山,蓬莱花园,后海,精装修,16.2平方米,朝北,低层(共18层),普通住宅,2019年6月12日,倪*,打败了95.5%的同城经纪人
租房立省4000元海欣花园包物业包网费 无中介,1550,3室1厅1卫,付1押1,合租,南山,海欣花园,蛇口,精装修,14.9平方米,朝南,低层(共19层),普通住宅,2019年6月12日,于*,打败了65.5%的同城经纪人
首月0元住桃源村桃源村二期可短租可月付楼层好停车位充足,1990,3室1厅1卫,付1押1,合租,南山,桃源村(二期),桃源村,精装修,14.7平方米,西北,低层(共16层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
租房立省4000元鑫竹苑精装好房 先到先得  月付,2250,3室1厅1卫,付1押1,合租,福田,鑫竹苑,竹子林,精装修,12.4平方米,朝东,低层(共15层),普通住宅,2019年6月10日,刘*,打败了68%的同城经纪人
租房立省4000元安泰花园包物业包网费 精装小区房 无中介,2540,1室1厅1卫,付1押1,合租,宝安,安泰花园,西乡,精装修,26.6平方米,朝东,中层(共13层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
丰泽湖山庄，地铁口，豪华装修，直接拎包入住,1420,3室1厅1卫,付1押1,合租,龙华,丰泽湖山庄,梅林关口,精装修,14.4平方米,朝北,高层(共22层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元缤纷世界精装全配房间精致且温馨,990,3室1厅1卫,付1押1,合租,宝安,缤纷世界,西乡,精装修,16.1平方米,西北,低层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
立减2000龙泰轩精装带家私押一付一免中介,1780,4室1厅1卫,付1押1,合租,南山,龙泰轩,南山中心区,精装修,11.6平方米,朝南,中层(共24层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元海景花园月付 包物业费网费 无中介,2140,2室1厅1卫,付1押1,合租,宝安,海景花园,宝安中心区,精装修,16.4平方米,东南,高层(共23层),普通住宅,2019年6月12日,刘**,打败了77.2%的同城经纪人
租房立省3000元新沙苑白领公寓 实墙隔音好 家具齐全,2550,3室1厅1卫,付1押1,合租,福田,新沙苑,购物公园,精装修,27.4平方米,西南,低层(共31层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
龙华立省2000元福顺居近地铁，环境优美，拎包入住,2010,3室1厅1卫,付1押1,合租,龙华,福顺居,龙华,精装修,22.1平方米,朝东,低层(共26层),普通住宅,2019年6月12日,赖**,打败了71.6%的同城经纪人
龙光玖龙玺 免中芥费 近地铁 包宽带 出行方便 精装修拎包入,1310,3室1厅1卫,付1押1,合租,龙华,龙光玖龙玺,梅林关口,精装修,12.2平方米,东南,高层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住购物公园新光活力小区精装好房 先到先得 月付,2550,3室1厅1卫,付1押1,合租,福田,新光活力小区,中心区,精装修,17.9平方米,西北,低层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元华府苑全新装修 品牌家电 看房随时,1710,2室1厅1卫,付1押1,合租,南山,华府苑,前海,精装修,16.1平方米,西北,低层(共18层),普通住宅,2019年6月12日,徐*,打败了79.9%的同城经纪人
停车方便 户型方正 采光足 精装全齐拎包即住松岗,810,3室1厅1卫,付1押1,合租,宝安,温馨雅苑,松岗,精装修,13.4平方米,朝南,低层(共9层),普通住宅,2019年6月12日,彭**,打败了77.2%的同城经纪人
